Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,l_ac,dl_ac
505.4,505.74,496.05,500.22,6632300.0,0.0,1.0,253.48247612049963,253.65300251915608,248.79300015744727,250.8844562821455,6632300.0,5.524992499608505,0.031208436900021397
489.0,491.19,486.01,486.35,3865500.0,0.0,1.0,245.25708512648262,246.3554757531227,243.75745591476854,243.92798231342502,3865500.0,5.496873027273377,-0.028119472335127682
467.97,471.59,461.0201,462.02,7827300.0,0.0,1.0,234.70952582134987,236.52513041880968,231.2238157683426,231.72531384486197,7827300.0,5.44555267814597,-0.05132034912740746
452.56,459.99,447.65,458.83,4620100.0,0.0,1.0,226.98066757636192,230.7071709352367,224.51806576047022,230.1253749868794,4620100.0,5.438624269044057,-0.006928409101912614
470.52,471.88,467.44,470.3,5075700.0,0.0,1.0,235.98847381127322,236.67057940589902,234.44370525873833,235.87813320037787,5075700.0,5.46331528690893,0.024691017864872933
479.02,479.79,475.0801,476.14,3944600.0,0.0,1.0,240.25163377768448,240.6378259158182,238.27558390101817,238.80717487141806,3944600.0,5.47565642659229,0.012341139683360147
483.75,491.2,481.18,490.15,11271900.0,0.0,1.0,242.6239569119345,246.36049123543611,241.33497795738427,245.83386559252648,11271900.0,5.5046559646656625,0.0289995380733723
521.74,527.829,518.26,527.29,6707000.0,0.0,1.0,261.6777742206361,264.73170140128053,259.9323863755642,264.46136690458695,6707000.0,5.577695179778206,0.07303921511254341
530.0,530.62,523.0,525.62,4445500.0,0.0,1.0,265.82056261152513,266.1315225149575,262.30972499212766,263.62378135824497,4445500.0,5.574523016154759,-0.0031721636234465223
532.77,537.605,527.62,536.35,5712600.0,0.0,1.0,267.20985121234384,269.63483691088487,264.62687782092996,269.00539388055,5712600.0,5.5947314310013665,0.02020841484660707
599.27,601.64,591.6,601.45,29619900.0,0.0,1.0,300.56280859662013,301.75147790490183,296.71593366222316,301.6561837409468,29619900.0,5.70928790439801,0.1145564733966431
611.92,614.82,610.05,612.53,4507600.0,0.0,1.0,306.90739372310276,308.361883593996,305.9694985304923,307.21333814422167,4507600.0,5.727542418769185,0.018254514371175645
617.07,619.0,612.99,613.7,4552000.0,0.0,1.0,309.4903671145167,310.45835520100763,307.44405033063924,307.80014957489243,4552000.0,5.72945070735298,0.0019082885837944374
623.18,625.49,621.11,625.08,3527800.0,0.0,1.0,312.5548268080193,313.7134032224205,311.5166219691403,313.5077684475701,3527800.0,5.747824139503028,0.018373432150048608
613.99,616.9,601.2093,603.29,6779200.0,0.0,1.0,307.94559856198174,309.4051039151884,301.5354610816626,302.57903248661694,6779200.0,5.71234250776586,-0.03548163173716823
597.0,597.89,590.34,590.83,4590400.0,0.0,1.0,299.42429411147265,299.87067203736746,296.08398289073165,296.32974152408946,4590400.0,5.691472825931244,-0.020869681834615683
590.46,592.98,587.0,590.0,2619500.0,0.0,1.0,296.14416867849275,297.40807022147584,294.4088117980477,295.91345649207517,2619500.0,5.690067034857693,-0.0014057910735516543
569.45,576.48,568.0,573.0,5257100.0,0.0,1.0,285.6066403379868,289.13252440432456,284.8793954025401,287.38713655925267,5257100.0,5.660830214672668,-0.029236820185024825
593.14,593.99,590.29,592.21,3405900.0,0.0,1.0,297.4883179384906,297.91463393513175,296.0589054791645,297.0218780833421,3405900.0,5.693805799669947,0.03297558499727948
591.0,592.56,587.67,590.8,6168000.0,0.0,1.0,296.41500472341767,297.1974199643119,294.7448491130471,296.3146950771491,6168000.0,5.691422048615152,-0.002383751054795269
605.34,606.0,602.03,604.23,2219300.0,0.0,1.0,303.6072063608691,303.9382281935552,301.9470817151254,303.0504878240789,2219300.0,5.713899418110827,0.022477369495675248
596.74,598.42,592.03,593.97,3075500.0,0.0,1.0,299.2938915713236,300.13649259997896,296.9315994017004,297.90460297050487,3075500.0,5.696773310994645,-0.017126107116182787
615.91,618.25,610.13,616.44,4198100.0,0.0,1.0,308.90857116615933,310.0821940275008,306.0096223889997,309.1743917287709,4198100.0,5.733905492225105,0.03713218123046058
617.4,624.27,617.08,624.18,4726400.0,0.0,1.0,309.65587803085964,313.1015143801826,309.4953825968301,313.0563750393618,4726400.0,5.746383286268786,0.0124777940436811
639.58,641.73,611.36,611.83,17790900.0,0.0,1.0,320.78021780203636,321.8585464994227,306.62652671355096,306.86225438228195,17790900.0,5.726398964105083,-0.019984322163702828
619.07,620.36,599.76,600.99,8453700.0,0.0,1.0,310.4934635772017,311.1404607956335,300.80856722997794,301.4254715545292,8453700.0,5.708522793419599,-0.017876170685484638
610.15,611.442,606.61,610.98,3098400.0,0.0,1.0,306.0196533536265,306.66765366852104,304.2441726146741,306.43593838564084,3098400.0,5.725008723369557,0.016485929949958233
613.79,625.0,613.0,624.5,5174600.0,0.0,1.0,307.84528891571324,313.4676445890627,307.44906581295265,313.2168704733914,5174600.0,5.74689582752356,0.02188710415400319
626.0,631.18,624.18,630.08,6429300.0,0.0,1.0,313.96919282040517,316.5672126587593,313.0563750393618,316.0155096042826,6429300.0,5.755791293408689,0.008895465885128573
611.86,614.72,609.5,610.04,3860900.0,0.0,1.0,306.87730082922224,308.31172877086175,305.6936470032539,305.96448304817886,3860900.0,5.723469026745911,-0.03232226666277782
608.33,608.98,600.2,600.62,6015900.0,0.0,1.0,305.1068355725832,305.43284192295584,301.0292484517687,301.2398987089325,6015900.0,5.707906952986024,-0.015562073759887163
578.22,580.0,573.33,576.71,6057900.0,0.0,1.0,290.00521832686053,290.89797417865014,287.5526474755957,289.24788049753334,6057900.0,5.667284038467106,-0.04062291451891742
564.64,567.99,559.74,561.06,6590600.0,0.0,1.0,283.19419334522934,284.8743799202267,280.7366070116511,281.39865067702317,6590600.0,5.639772349633338,-0.02751168883376831
586.88,586.91,579.24,579.74,5711000.0,0.0,1.0,294.3486260102865,294.3636724572268,290.51679752282985,290.7675716385011,5711000.0,5.672524225130663,0.03275187549732461
588.76,595.19,588.76,591.8,5221100.0,0.0,1.0,295.2915366852105,298.51649181274274,295.2915366852105,296.8162433084916,5221100.0,5.693113237924037,0.02058901279337455
584.8864,584.89,578.06,578.16,3799700.0,0.0,1.0,293.34873945628215,293.350545029915,289.9249706098457,289.97512543297995,3799700.0,5.669795144932653,-0.0233180929913841
545.29,545.75,530.06,530.7,28059300.0,0.0,1.0,273.48923506875195,273.71994725516953,265.85065550540565,266.1716463734649,28059300.0,5.584141387791777,-0.08565375714087597
527.49,528.28,522.39,525.1,4935200.0,0.0,1.0,264.56167655085545,264.95789965361604,262.0037805710087,263.36297627794687,4935200.0,5.5735332186017414,-0.01060816919003571
540.0,544.1,538.51,544.1,8448500.0,0.0,1.0,270.83604492495016,272.8923926734544,270.0887380602498,272.8923926734544,8448500.0,5.609077551449808,0.03554433284806624
538.15,541.46,535.18,535.3,4108000.0,0.0,1.0,269.9081806969665,271.56830534271023,268.41858244987924,268.4787682376404,4108000.0,5.592771835357263,-0.016305716092544387
534.61,535.92,529.05,529.55,4213100.0,0.0,1.0,268.1326999580141,268.7897281410727,265.34409179174975,265.59486590742097,4213100.0,5.581972087247606,-0.010799748109657337
531.8,531.99,523.13,524.03,4630300.0,0.0,1.0,266.7233494279416,266.8186435918967,262.37492626220217,262.8263196704104,4630300.0,5.571493432548539,-0.010478654699067391
518.48,521.79,516.3,520.9,3488100.0,0.0,1.0,260.04272698645957,261.7028516322032,258.94935184213284,261.2564737063084,3488100.0,5.565502582709073,-0.005990849839465184
522.0,527.6,521.5,523.08,3493500.0,0.0,1.0,261.80817676078516,264.61684685630314,261.5574026451139,262.34984885063506,3493500.0,5.5696789139962295,0.00417633128715611
514.08,516.69,509.29,509.505,4874900.0,0.0,1.0,257.8359147685525,259.1449556523565,255.43349874042198,255.5413316101606,4874900.0,5.543384164115244,-0.02629474988098579
506.18,506.69,484.8,485.02,10480300.0,0.0,1.0,253.87368374094677,254.12947333893146,243.15058255484414,243.26092316573946,10480300.0,5.494134625158587,-0.049249538956656735
480.68,480.75,473.02,474.88,7603500.0,0.0,1.0,241.08420384171302,241.119312217907,237.24234438962947,238.1752240999265,7603500.0,5.473006638496889,-0.021127986661698017
506.74,521.18,506.38,521.028,7266100.0,0.0,1.0,254.1545507504986,261.3969072110843,253.97399338721527,261.3206718799202,7266100.0,5.565748281069506,0.09274164257261663
532.95,537.65,527.27,531.99,9530800.0,0.0,1.0,267.3001298939855,269.6574065812953,264.45133593996013,266.8186435918967,9530800.0,5.586569190130425,0.02082090906091949
597.5,600.25,588.1601,597.62,27436700.0,0.0,1.0,299.6750682271439,301.0543258633358,294.99065790122813,299.735254014905,27436700.0,5.7028995984186635,0.11633040828823837
605.39,619.5,604.27,618.23,7049300.0,0.0,1.0,303.6322837724362,310.7091293166789,303.0705497533326,310.0721630628739,7049300.0,5.7368050544629705,0.03390545604430706
604.23,614.96,603.69,603.69,8266500.0,0.0,1.0,303.0504878240789,308.432100346384,302.779651779154,302.779651779154,8266500.0,5.713005319104314,-0.023799735358656093
582.545,590.0,562.0,579.04,11846300.0,0.0,1.0,292.1744144274168,295.91345649207517,281.87010601448515,290.41648787656135,11846300.0,5.67131605777336,-0.041689261330954075
569.5,570.5,560.4,563.77,6302200.0,0.0,1.0,285.6317177495539,286.1332659808964,281.06762884433715,282.75784638396135,6302200.0,5.644590864863935,-0.02672519290942521
499.34,514.87,490.86,490.92,10809100.0,0.0,1.0,250.44309383856407,258.2321378713131,246.1899648367797,246.22005773066024,10809100.0,5.506225679687235,-0.13836518517670005
519.99,530.454,513.14,526.86,7185400.0,0.0,1.0,260.8000648157867,266.0482655085546,257.36445943109055,264.2457011651097,7185400.0,5.576879356557887,0.07065367687065205
524.47,527.9197,520.73,524.84,4797500.0,0.0,1.0,263.04700089220114,264.7771918258633,261.1712105069802,263.23257373779785,4797500.0,5.573037952195443,-0.0038414043624444005
531.4,534.65,521.19,524.85,6531000.0,0.0,1.0,266.52273013540463,268.15276188726773,261.40192269339775,263.23758922011126,6531000.0,5.573057005439734,1.9053244291633575e-05
544.8,546.84,543.14,546.68,7061500.0,0.0,1.0,273.24347643539414,274.26663482733284,272.41090637136557,274.18638711031804,7061500.0,5.613808120054528,0.040751114614793416
516.56,526.42,514.5,525.51,5549000.0,0.0,1.0,259.0797543822819,264.02501994331897,258.0465650257164,263.5686110527973,5549000.0,5.574313717589593,-0.03949440246493463
520.21,524.0,514.38,515.04,5441700.0,0.0,1.0,260.9104054266821,262.81127322347015,257.9863792379553,258.3174010706413,5441700.0,5.554189065508426,-0.02012465208116687
516.83,520.5,510.3,515.12,5706000.0,0.0,1.0,259.2151724047444,261.0558544137714,255.9400624540779,258.3575249291487,5706000.0,5.554344381187856,0.00015531567942961289
599.47,599.6,587.57,591.68,17042700.0,0.0,1.0,300.66311824288863,300.7283195129632,294.6946942899129,296.7560575207305,17042700.0,5.692910446156688,0.13856606496883206
589.51,592.75,586.7,590.49,6775200.0,0.0,1.0,295.6676978587173,297.29271412826705,294.2583473286449,296.159215125433,6775200.0,5.690897198650934,-0.0020132475057543786
594.52,602.3,594.25,600.14,5010900.0,0.0,1.0,298.18045449774326,302.0824997375879,298.04503647528077,300.9991555578881,5010900.0,5.7071074592894195,0.016210260638485963
593.5,599.74,592.43,596.14,5663900.0,0.0,1.0,297.6688753017739,300.7985362653511,297.1322186942374,298.9929626325181,5663900.0,5.700420036767609,-0.00668742252181076
601.3,612.09,598.6,608.35,7946000.0,0.0,1.0,301.5809515062454,306.992656922431,300.22677128162064,305.11686653721006,7946000.0,5.720694872191386,0.02027483542377695
602.0,604.5,593.75,594.88,6568800.0,0.0,1.0,301.93203526818513,303.1859058465414,297.79426235960955,298.36101186102655,6568800.0,5.698304202491007,-0.022390669700378396
565.19,574.27,561.33,563.0,3121600.0,0.0,1.0,283.4700448724677,288.0241028130576,281.5340686994857,282.37165424582764,3121600.0,5.643224126097619,-0.055080076393388744
617.05,624.0,616.26,620.36,8163200.0,0.0,1.0,309.48033614988975,312.9660963577202,309.0841130471292,311.1404607956335,8163200.0,5.74024445264918,0.09702032655156145
618.0,629.13,617.01,627.42,5526800.0,0.0,1.0,309.95680696966514,315.53903878450717,309.4602742206361,314.6813913089115,5526800.0,5.75156067079648,0.011316218147300106
624.32,629.32,621.47,625.96,8909600.0,0.0,1.0,313.1265917917498,315.6343329484623,311.6971793324237,313.94913089115147,8909600.0,5.749230969252899,-0.002329701543581031
632.0,634.68,630.56,633.14,2904400.0,0.0,1.0,316.97848220846015,318.32263146845804,316.25625275532695,317.5502471921906,2904400.0,5.760636064684173,0.011405095431274326
642.02,646.76,642.02,645.9,3561000.0,0.0,1.0,322.003995486512,324.38133410307546,322.003995486512,323.9500026241209,3561000.0,5.780589190996355,0.01995312631218127
659.15,660.0,649.79,650.02,5380400.0,0.0,1.0,330.595516689409,331.0218326860502,325.90102524404324,326.016381337252,5380400.0,5.786947629605017,0.0063584386086619205
626.26,626.95,621.06,624.99,4609900.0,0.0,1.0,314.0995953605542,314.44566364018056,311.4915445575732,313.46262910674926,4609900.0,5.747680147566328,-0.039267482038688684
590.53,591.0,581.7,585.99,21131400.0,0.0,1.0,296.1792770546867,296.41500472341767,291.7506061719324,293.9022480843917,21131400.0,5.683247222542918,-0.06443292502340991
570.78,580.32,569.33,579.98,7227700.0,0.0,1.0,286.2736994856723,291.0584696126798,285.5464545502257,290.8879432140233,7227700.0,5.672938118145228,-0.01030910439768995
590.66,597.07,588.05,596.33,6330600.0,0.0,1.0,296.2444783247612,299.45940248766664,294.93543744095723,299.0882567964732,6330600.0,5.700738703067991,0.027800584922762717
607.88,608.13,604.0,605.91,4645700.0,0.0,1.0,304.88113886847907,305.0065259263147,302.9351317308702,303.8930888527343,4645700.0,5.716675958146334,0.015937255078343426
604.97,607.63,602.4,604.64,4893300.0,0.0,1.0,303.4216335152724,304.7557518106434,302.13265456072213,303.2561225989293,4893300.0,5.7145777375591065,-0.0020982205872277504
607.35,611.65,605.51,609.9,3867300.0,0.0,1.0,304.61531830586756,306.77197570064027,303.6924695601973,305.8942662957909,3867300.0,5.723239507260338,0.00866176970123167
622.0,624.0,620.32,621.25,3143400.0,0.0,1.0,311.9629998950352,312.9660963577202,311.1203988663798,311.5868387215283,3143400.0,5.741678075368767,0.018438568108428477
607.95,611.9,600.0,600.25,5335800.0,0.0,1.0,304.91624724467306,306.8973627584759,300.92893880550014,301.0543258633358,5335800.0,5.70729073305929,-0.03438734230947649
620.89,625.908,620.05,625.04,6094800.0,0.0,1.0,311.406281358245,313.9230503831217,310.98498084391724,313.4877065183164,6094800.0,5.747760145646417,0.040469412587126996
646.6,648.5,640.9,642.59,3876500.0,0.0,1.0,324.30108638606066,325.25402802561143,321.4422614674084,322.28987797837726,3876500.0,5.775451382738333,0.027691237091915788
651.75,653.49,641.0,641.24,4616700.0,0.0,1.0,326.88405977747453,327.7567537000105,321.4924162905427,321.6127878660649,4616700.0,5.773348299779401,-0.0021030829589321343
632.24,636.43,628.57,632.32,4632700.0,0.0,1.0,317.09885378398235,319.2003408733074,315.25817177495543,317.1389776424898,4632700.0,5.759340093077376,-0.01400820670202485
647.55,648.99,623.54,624.6,16302200.0,0.0,1.0,324.77755720583605,325.49978665896924,312.7353841713026,313.2670252965257,16302200.0,5.747055942806906,-0.012284150270470029
604.25,608.85,595.83,596.06,6110600.0,0.0,1.0,303.0605187887058,305.3676406528813,298.83748268080194,298.9528387740107,6110600.0,5.700285831097218,-0.046770111709688145
615.02,616.74,610.6,614.98,3269500.0,0.0,1.0,308.4621932402645,309.3248561981736,306.24535005773066,308.4421313110108,3269500.0,5.731534244910446,0.03124841381322785
605.92,607.8885,596.81,596.97,4410300.0,0.0,1.0,303.8981043350477,304.88540202844547,299.32899994751756,299.4092476645324,4410300.0,5.701811358831612,-0.029722886078833888
610.35,614.55,604.77,605.23,4194600.0,0.0,1.0,306.11996299989505,308.22646557153354,303.3213238690039,303.55203605542147,4194600.0,5.715553049033511,0.013741690201899637
625.1,632.42,596.7,600.4,11935000.0,0.0,1.0,313.51779941219695,317.18913246562397,299.2738296420699,301.12955809803714,11935000.0,5.707540597717235,-0.008012451316276703
601.0,601.73,588.28,591.53,7156600.0,0.0,1.0,301.43048703684264,301.7966172457227,295.050793534166,296.6808252860292,7156600.0,5.692656898602486,-0.014883699114748516
571.79,572.65,568.35,570.98,6109600.0,0.0,1.0,286.7802631993282,287.2115946782828,285.05493728351,286.3740091319408,6109600.0,5.657298680730801,-0.035358217871684694
575.85,581.0,574.58,580.45,2817900.0,0.0,1.0,288.81654901857877,291.39952240999264,288.17958276477384,291.1236708827543,2817900.0,5.673748162741973,0.016449482011171135
560.34,564.52,557.09,564.51,5996300.0,0.0,1.0,281.03753595045663,283.13400755746824,279.4075041985935,283.1289920751548,5996300.0,5.645902596182591,-0.02784556655938175
568.0,571.48,565.82,571.48,4451300.0,0.0,1.0,284.8793954025401,286.6247832476121,283.7860202582135,286.6247832476121,4451300.0,5.658173984954885,0.0122713887722945
574.96,580.13,572.2,580.07,5033900.0,0.0,1.0,288.37017109268396,290.96317544872466,286.98589797417867,290.93308255484413,5033900.0,5.673093283871155,0.014919298916269419
592.45,593.52,582.82,585.98,4319200.0,0.0,1.0,297.14224965886433,297.67890626640076,292.312340191036,293.8972326020783,4319200.0,5.683230157259676,0.01013687338852165
572.15,579.1482,568.55,576.52,3948000.0,0.0,1.0,286.9608205626115,290.4707553951926,285.1552469297785,289.15258633357826,3948000.0,5.66695452917283,-0.016275628086846794
608.76,612.94,598.18,610.82,12914400.0,0.0,1.0,305.32250131206047,307.41897291907213,300.01612102445677,306.35569066862604,12914400.0,5.724746814708705,0.05779228553587501
618.89,635.0,617.5,634.96,7092300.0,0.0,1.0,310.40318489556,318.48312690248764,309.7060328539939,318.463064973234,7092300.0,5.763506502740548,0.03875968803184371
640.0,643.72,636.14,641.33,3790400.0,0.0,1.0,320.9908680592002,322.85662747979427,319.0548918862181,321.6579272068857,3790400.0,5.773488642996766,0.009982140256217242
638.59,642.24,636.13,642.0,2866300.0,0.0,1.0,320.2836850530073,322.1143360974074,319.0498764039047,321.9939645218852,2866300.0,5.774532801647889,0.0010441586511236167
674.12,677.25,671.7,677.14,4351000.0,0.0,1.0,338.1036937126063,339.6735396767083,336.8899469927575,339.6183693712606,4351000.0,5.827822544173552,0.05328974252566265
675.6,680.45,674.08,678.63,2850300.0,0.0,1.0,338.8459850949932,341.27849401700433,338.0836317833526,340.36567623596096,2850300.0,5.830020557995781,0.0021980138222295054
684.0,688.58,680.04,685.09,4249900.0,0.0,1.0,343.05899023827016,345.3560811378189,341.07285924215387,343.6056778104335,4249900.0,5.83949471445097,0.009474156455188343
700.0,712.25,697.67,706.15,6459500.0,0.0,1.0,351.08376193975016,357.2277277736958,349.91515456072216,354.16828356250653,6459500.0,5.869772177473001,0.03027746302203127
709.6,713.0,707.01,709.68,5231700.0,0.0,1.0,355.8986249606382,357.6038889472027,354.5996150414611,355.9387488191456,5231700.0,5.874758662170259,0.004986484697258042
732.21,734.92,730.12,733.99,12705400.0,0.0,1.0,367.23863047129214,368.59782617823026,366.1903946677863,368.13138632308176,12705400.0,5.908439902501435,0.03368124033117592
754.15,759.3,751.15,754.5,5561400.0,0.0,1.0,378.24259866694655,380.8255720583604,376.73795397291906,378.41814054791644,5561400.0,5.935999776165832,0.02755987366439694
770.71,774.38,765.005,767.65,5466300.0,0.0,1.0,386.5482373779784,388.38891938700533,383.6869047181694,385.01349979007034,5466300.0,5.953278398062836,0.017278621897004243
751.85,754.87,744.1,744.75,4803500.0,0.0,1.0,377.08903773485883,378.60371339351315,373.20203894195447,373.5280452923271,4803500.0,5.922993089551319,-0.030285308511516895
705.58,706.7,672.0,681.79,22941400.0,0.0,1.0,353.8824010706414,354.444135089745,337.0404114621602,341.95056864700325,22941400.0,5.83466619049638,-0.08832689905493929
676.5,683.03,671.2,675.15,3897600.0,0.0,1.0,339.2973785032014,342.57248845386795,336.6391728770862,338.620288390889,3897600.0,5.824879386364979,-0.00978680413140065
694.79,695.55,687.37,687.918,4644100.0,0.0,1.0,348.4706956544557,348.851872310276,344.7492077778944,345.0240562086701,4644100.0,5.843614142741539,0.018734756376559858
654.65,668.34,650.3,663.03,6221900.0,0.0,1.0,328.3385496483678,335.2047449354466,326.15681484202787,332.54152382701795,6221900.0,5.806764735988869,-0.0368494067526699
645.99,653.015,636.0,647.18,6869500.0,0.0,1.0,323.99514196494175,327.5185182901228,318.9846751338302,324.5919843602393,6869500.0,5.7825689608761435,-0.024195775112725748
669.97,670.0,666.1,667.97,1843100.0,0.0,1.0,336.0222685525349,336.0373149994752,334.08127689723943,335.0191720898499,1843100.0,5.8141877603064405,0.031618799430296995
691.31,699.22,685.69,698.37,6320800.0,0.0,1.0,346.7253078093838,350.69255431930304,343.906606749239,350.26623832266193,6320800.0,5.858693546234253,0.044505785927812624
695.0,696.88,682.419,684.21,3834700.0,0.0,1.0,348.5760207830377,349.51893145796157,342.2660424845177,343.1643153668521,3834700.0,5.838209386004096,-0.020484160230156867
699.17,707.82,698.43,701.9632,4255900.0,0.0,1.0,350.6674769077359,355.0058691088486,350.29633121654246,352.0684014275218,4255900.0,5.863825478957255,0.025616092953158365
713.97,718.819,710.52,715.63,7044900.0,0.0,1.0,358.09039073160494,360.5223981053847,356.3600493334733,358.92296079563346,7044900.0,5.883107771575688,0.01928229261843306
701.69,706.91,700.01,700.01,2801100.0,0.0,1.0,351.931378450719,354.54946021832683,351.08877742206363,351.08877742206363,2801100.0,5.861039118613578,-0.022068652962109248
729.34,741.47,727.6801,737.97,5521400.0,0.0,1.0,365.79918704733916,371.8829670935237,364.96666713813374,370.1275482838249,5521400.0,5.913847671325646,0.05280855271206786
742.0,742.4264,736.3,739.99,2567800.0,0.0,1.0,372.1487876561352,372.36264782197964,369.28996273748294,371.1406757111368,2567800.0,5.916581170551321,0.002733499225675118
709.43,712.77,701.33,704.51,6447100.0,0.0,1.0,355.8133617613099,357.4885328539939,351.7508210874357,353.34574446310484,6447100.0,5.867447023660081,-0.04913414689124007
750.77,758.48,750.25,753.67,4447300.0,0.0,1.0,376.54736564500894,380.4143025086596,376.28656056471084,378.00185551590215,4447300.0,5.934899104379768,0.06745208071968634
